itemID,author,year,title,has_pdf
4967,Zheng,2010,Applying Policy Network Theory to Policy-Making in China: The Case of Urban Health Insurance Reform,True
4988,Haushofer,2010,Both sides retaliate in the Israeli-Palestinian conflict,False
5006,Buckley,2013,"Citizenship, Multiculturalism and Cross-National Muslim Minority Public Opinion",False
5022,Wilner,2011,"Deterring the Undeterrable: Coercion, Denial, and Delegitimization in Counterterrorism",False
5044,Staniland,2012,"Organizing insurgency: networks, resources, and rebellion in South Asia",True
5057,Berman,2008,"Religion, terrorism and public goods: Testing the club model",True
5058,Brym,2011,Rational choice and the political bases of changing Israeli counterinsurgency strategy,True
5074,Jaeger,2009,The Shape of Things to Come? On the Dynamics of Suicide Attacks and Targeted Killings,False
5087,Rodman,2010,The Israel Air Force in the 1967 and 1973 wars: revisiting the historical record,False
5092,Teske,1994,The Bureaucratic Entrepreneur: The Case of City Managers,True
5093,Zhao,2006,The Big Five personality dimensions and entrepreneurial status: A meta-analytical review,False
5094,Eskreis-Winkler,2014,"The grit effect: predicting retention in the military, the workplace, school and marriage",True
5106,Locicero,2008,Terrorism and terrorist leaders: Insights from developmental and ecological psychology,False
5107,Lowenheim,2008,Revenge in International Politics,False
5109,Hartmann,2009,Rorschach Variables and Big Five Scales as Predictors of Military Training Completion: A Replication Study of the Selection of Candidates to the Naval Special Forces in Norway,False
5120,Lane,2017,Special men: The gendered militarization of the Canadian Armed Forces,False
5123,Hartmann,2003,Psychological measures as predictors of military training performance,False
5213,Cohen,1996,Secret soldier: The true life story of Israel's greatest commando,False
5217,Johnson,2014,Summaries,False
5218,Elman,2015,Symposium on Process Tracing: Note to Readers,True
5219,Moghadam,2006,"Suicide Terrorism, Occupation, and the Globalization of Martyrdom: A Critique of <i>Dying to Win</i>",True
5295,John E. Peters,2012,National Guard Special Forces: Enhancing the Contributions of Reserve Component Army Special Operations Forces,False
5296,Michael Horowitz,2022,What is a military innovation and why it matters,False
5297,John Arquilla,2011,"Insurgents, Raiders, and Bandits: How Masters of Irregular Warfare Have Shaped Our World",False
5298,Sean McFate,2019,The New Rules of War: Victory in the Age of Durable Disorder,False
5299,Raphael D. Marcus,2018,Israel's Long War with Hezbollah: Military Innovation and Adaptation Under Fire,False
5300,Linda Robinson,2012,The Future of Special Operations,False
5302,Dave Baiocchi,2013,Surprise! From CEOs to Navy SEALs: How a Select Group of Professionals Prepare for and Respond to the Unexpected,False
5303,Michael Mayer,2015,The new killer drones: understanding the strategic implications of next‐generation unmanned combat aerial vehicles,False
5304,William H. McRaven,1993,The Theory of Special Operations,False
5305,William H. McRaven,1996,Spec Ops: Case Studies in Special Operations Warfare: Theory and Practice,False
5312,Alasdair Spark,1984,The Soldier at the Heart of the War: the Myth of the Green Beret in the Popular Culture of the Vietnam Era,False
5628,Sheffer,1978,British Colonial Policy‐Making towards Palestine (1929–1939),False
19529,Joshi,2025,AI on the Battlefield: A Fait Accompli?,False
19537,Van Nostrand,2024,Introducing the Concentration Camps (CCamps v1.0) dataset,False
21273,גנות,2025,הסיירת הנעלמת שאיש לא העז לדבר עליה כל המלחמה,False
21275,,,תרומת הטכנולוגיה הצבאית הישראלית לצבא האמריקאי - המכון למחקרי ביטחון לאומי,False
21277,,2025,Introducing the File Search Tool in Gemini API,False
